Database|Substrate|Substrate SMILES|Product|Product SMILES|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes
DrugBank|Mercaptopurine|S=C1N=CNC2=C1NC=N2|6-Thioinosine 5'-monophosphate|O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)N1C=NC2=C(S)N=CN=C12|Hypoxanthine-guanine phosphoribosyltransferase|||||||||||||||||||||||||
DrugBank|6-Thioinosine 5'-monophosphate|O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)N1C=NC2=C(S)N=CN=C12|Thioxanthine monophosphate|[O-]P([O-])(=O)ON1C=NC2=C1NC(=O)NC2=S|GMP synthase [glutamine-hydrolyzing]|||||||||||||||||||||||||
DrugBank|Thioxanthine monophosphate|[O-]P([O-])(=O)ON1C=NC2=C1NC(=O)NC2=S|Thioguanosine monophosphate|NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)C(=S)N1|GMP synthase [glutamine-hydrolyzing]|||||||||||||||||||||||||
DrugBank|6-Mercaptopurine riboside|OC[C@H]1OC([C@H](O)[C@@H]1O)N1C=NC2=C(S)N=CN=C12|6-Methylmercaptopurine-riboside|CSC1=C2N=CN(C3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1|Thiopurine S-methyltransferase|||||||||||||||||||||||||
DrugBank|Mercaptopurine|S=C1N=CNC2=C1NC=N2|8-hydroxythioguanine|NC1=NC2=C(N=C(O)N2)C(=S)N1|Aldehyde oxidase|||||||||||||||||||||||||
DrugBank|Mercaptopurine|S=C1N=CNC2=C1NC=N2|Thiouric acid|O=C1NC2=C(N1)C(=S)NC(=O)N2|Xanthine dehydrogenase/oxidase|||||||||||||||||||||||||
DrugBank|Mercaptopurine|S=C1N=CNC2=C1NC=N2|Methylmercaptopurine|CSN1C=NC2=CN=CN=C12|Thiopurine S-methyltransferase|||||||||||||||||||||||||
DrugBank|Selegiline|C[C@H](CC1=CC=CC=C1)N(C)CC#C|Levmetamfetamine|CN[C@H](C)CC1=CC=CC=C1|CYP2B6|CYP2C19|CYP2D6|CYP1A2|CYP2C9|CYP3A4||||||||||||||||||||
DrugBank|Oxybutynin|CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1|2-cyclohexyl-2-phenylglycolic acid|OC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Oxybutynin|CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1|4-(diethylamino)but-2-yn-1-ol|CCN(CC)CC#CCO|CYP3A4|||||||||||||||||||||||||
DrugBank|Melatonin|COC1=CC2=C(NC=C2CCNC(C)=O)C=C1|6-Hydroxymelatonin|COC1=C(O)C=C2NC=C(CCN=C(C)O)C2=C1|CYP1A2|CYP1A1|CYP2C19|||||||||||||||||||||||
DrugBank|Melatonin|COC1=CC2=C(NC=C2CCNC(C)=O)C=C1|N-Acetyl-5-hydroxytryptamine|CC(=O)NCCC1=CNC2=CC=C(O)C=C12|CYP2C19|CYP1A2||||||||||||||||||||||||
DrugBank|Hesperetin|COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1|eriodictyol|OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=C(O)C(O)=C1|CYP1A2|||||||||||||||||||||||||
DrugBank|Tolbutamide|CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1|4-Hydroxy tolbutamide|CC1=CC=C(C=C1)C(O)CCC(N)=O|CYP2C19|CYP2C9||||||||||||||||||||||||
DrugBank|Proguanil|CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1|cycloguanil|CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1|CYP2C19|||||||||||||||||||||||||
DrugBank|Proguanil|CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1|4-Chlorophenylbiguanide|NC(=N)NC(=N)NC1=CC=C(Cl)C=C1|CYP2C19|||||||||||||||||||||||||
DrugBank|Nefazodone|CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1|M-chlorophenylpiperazine|ClC1=CC(=CC=C1)N1CCNCC1|CYP3A4|||||||||||||||||||||||||
DrugBank|Nefazodone|CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1|3-[3-ethyl-5-oxo-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]propanal|CCC1=NN(CCC=O)C(=O)N1CCOC1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Bupropion|CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1|Hydroxybupropion|CC(NC(C)(C)CO)C(=O)C1=CC=CC(Cl)=C1|CYP2B6|||||||||||||||||||||||||
DrugBank|Bupropion|CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1|(2R)-1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one|C[C@@H](NC(C)(C)CO)C(=O)C1=CC(Cl)=CC=C1|CYP2B6|CYP3A4||||||||||||||||||||||||
DrugBank|Bupropion|CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1|(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one|CC(C)(C)N[C@H](CO)C(=O)C1=CC(Cl)=CC=C1|CYP2C19|||||||||||||||||||||||||
DrugBank|Bupropion|CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1|(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one|CC(C)(C)N[C@H](CO)C(=O)C1=CC(Cl)=CC=C1|CYP2B6|CYP2E1||||||||||||||||||||||||
DrugBank|Bupropion|CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1|(2R)-2-(tert-butylamino)-1-(3-chloro-5-hydroxyphenyl)propan-1-one|C[C@@H](NC(C)(C)C)C(=O)C1=CC(Cl)=CC(O)=C1|CYP2B6|CYP2E1||||||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|bromide|[Br-]|CYP2E1|||||||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|trifluoroacetic acid|OC(=O)C(F)(F)F|CYP2E1|||||||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|2-chloro-1,1-difluoroethene|FC(F)=CCl|CYP2A6|CYP3A4|CYP2B6|CYP2C9|CYP2D6|||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|Trifluoroacetyl chloride|FC(F)(F)C(Cl)=O|CYP2E1|CYP2A6||||||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|chlorotrifluoroethane|FC(F)(F)CCl|CYP2A6|CYP3A4||||||||||||||||||||||||
DrugBank|Halothane|FC(F)(F)C(Cl)Br|2-chloro-1,1-difluoroethene|FC(F)=CCl|CYP2A6|CYP3A4||||||||||||||||||||||||
DrugBank|Ifosfamide|ClCCNP1(=O)OCCCN1CCCl|3-Dechloroethylifosfamide|ClCCNP1(=O)NCCCO1|CYP3A4|CYP3A5|CYP2B6|CYP3A7||||||||||||||||||||||
DrugBank|Ifosfamide|ClCCNP1(=O)OCCCN1CCCl|2-Dechloroethylifosfamide|NP1(=O)OCCCN1CCCl|CYP3A4|CYP3A5|CYP2B6|CYP3A7||||||||||||||||||||||
DrugBank|Ifosfamide|ClCCNP1(=O)OCCCN1CCCl|Chloroacetaldehyde|ClCC=O|CYP3A4|CYP3A5|CYP2B6|||||||||||||||||||||||
DrugBank|Ifosfamide|ClCCNP1(=O)OCCCN1CCCl|4-Hydroxyifosfamide|OC1CCOP(=O)(NCCCl)N1CCCl|Prostaglandin G/H synthase 1|CYP2B6|CYP3A4|CYP2A6|CYP2C8|CYP3A5|CYP2C9|CYP2C19|CYP3A7|||||||||||||||||
DrugBank|Acrolein|C=CC=O|Acrylic Acid|OC(=O)C=C|Retinal dehydrogenase 1|Aldehyde dehydrogenase, dimeric NADP-preferring||||||||||||||||||||||||
DrugBank|Domperidone|ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2|5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one|ClC1=CC2=C(C=C1)N(C1CCNCC1)C(=O)N2|CYP3A4|||||||||||||||||||||||||
DrugBank|Oxymorphone|[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O|noroxymorphone|OC1=CC=C2C[C@H]3NCC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O|CYP3A4|||||||||||||||||||||||||
DrugBank|Oxymorphone|[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O|oxymorphone|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@]3(O)CCC4=O)=CC=C5O|CYP2D6|||||||||||||||||||||||||
DrugBank|Flecainide|FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1|2-hydroxy-N-[(piperidin-2-yl)methyl]-5-(2,2,2-trifluoroethoxy)benzamide|OC1=C(C=C(OCC(F)(F)F)C=C1)C(=O)NCC1CCCCN1|CYP2D6|||||||||||||||||||||||||
DrugBank|Zopiclone|CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1|Carbon dioxide|O=C=O|Prostaglandin G/H synthase 1|||||||||||||||||||||||||
DrugBank|Ketamine|CNC1(CCCCC1=O)C1=CC=CC=C1Cl|Norketamine|NC1(CCCCC1=O)C1=CC=CC=C1Cl|CYP2C9|CYP2B6|CYP3A4|||||||||||||||||||||||
DrugBank|Budesonide|[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C|16-alpha-hydroxyprednisolone|C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@H](O)[C@]2(O)C(=O)CO|CYP3A4|||||||||||||||||||||||||
DrugBank|Levomethadyl Acetate|CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1|noracymethadol|[Cl-].CCC(OC(C)=O)C(CC(C)[NH2+]C)(C1=CC=CC=C1)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Saquinavir|[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1|(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide|CC(C)(CO)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Saquinavir|[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1|(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide|CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CC(O)CC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Saquinavir|[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1|(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide|CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC(O)C[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Aripiprazole|ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl|2,3-dichlorophenylpiperazine|ClC1=CC=CC(N2CCNCC2)=C1Cl|CYP3A4|||||||||||||||||||||||||
DrugBank|Aripiprazole|ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl|4-[(2-oxo-3,4- dihydro-1H-quinolin-7-yl)oxy]butanal|O=CCCCOC1=CC2=C(CCC(=O)N2)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Nelarabine|COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O|arabinofuranosylguanine|NC1=NC2=C(N=CN2C2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1|Adenosine deaminase|||||||||||||||||||||||||
DrugBank|Mestranol|[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3|Ethinyl Estradiol|[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|CYP2C9|||||||||||||||||||||||||
DrugBank|Bambuterol|CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C|terbutaline|CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1|Cholinesterase|||||||||||||||||||||||||
DrugBank|Aminophenazone|CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1|4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one|CN(C)C1=C(C)NN(C1=O)C1=CC=CC=C1|CYP2C19|CYP2C8|CYP2D6|CYP2C18|CYP1A2|||||||||||||||||||||
DrugBank|Antipyrine|CN1N(C(=O)C=C1C)C1=CC=CC=C1|Norantipyrine|CC1=NN(C(=O)C1)C1=CC=CC=C1|CYP2C9|CYP2C8|CYP2C19|CYP1A2||||||||||||||||||||||
DrugBank|Antipyrine|CN1N(C(=O)C=C1C)C1=CC=CC=C1|4-Hydroxyantipyrine|CN1N(C(=O)C(O)=C1C)C1=CC=CC=C1|CYP3A4|CYP1A2||||||||||||||||||||||||
DrugBank|Heroin|[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O|6-Monoacetylmorphine|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=C(C=C5O)C(C)=O|Liver carboxylesterase 1|Cocaine esterase||||||||||||||||||||||||
DrugBank|6-Monoacetylmorphine|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=C(C=C5O)C(C)=O|morphine|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=CC=C5O|Liver carboxylesterase 1|Cocaine esterase||||||||||||||||||||||||
DrugBank|Heroin|[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O|morphine|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=CC=C5O|Cholinesterase|||||||||||||||||||||||||
DrugBank|Androstenedione|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|6beta-hydroxy-androstenedione|C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4CC(=O)C=C[C@]34C)[C@@H]1CCC2=O|CYP3A4|||||||||||||||||||||||||
DrugBank|Methamphetamine|CN[C@@H](C)CC1=CC=CC=C1|Dextroamphetamine|C[C@H](N)CC1=CC=CC=C1|CYP2D6|||||||||||||||||||||||||
DrugBank|Quazepam|FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2|2-Oxoquazepam|FC1=CC=CC=C1C1=NCC(=O)N(CC(F)(F)F)C2=CC=C(Cl)C=C12|CYP2C9|CYP2C19|CYP3A4|||||||||||||||||||||||
DrugBank|Camphor|[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C|5-Exo-Hydroxycamphor|[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C|CYP2D6|||||||||||||||||||||||||
DrugBank|Camphor|[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C|8-hydroxycamphor|CC1(CO)C2CCC1(C)C(=O)C2|CYP2D6|||||||||||||||||||||||||
DrugBank|Taurine|NCCS(O)(=O)=O|5-glutamyl-taurine|N[C@@H](CCC(O)=NCCS(O)(=O)=O)C(O)=O|Protein-glutamine gamma-glutamyltransferase 6|||||||||||||||||||||||||
DrugBank|Taurine|NCCS(O)(=O)=O|taurocholate|C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C|Bile acid-CoA:amino acid N-acyltransferase|||||||||||||||||||||||||
DrugBank|Thymol|CC(C)C1=CC=C(C)C=C1O|p-Cymene-2,3-diol|CC(C)C1=C(O)C(O)=C(C)C=C1|CYP1A2|CYP2A6|CYP2D6|||||||||||||||||||||||
DrugBank|Thymol|CC(C)C1=CC=C(C)C=C1O|p-Cymen-8-en-3-ol|CC(=C)C1=C(O)C=C(C)C=C1|CYP1A2|CYP2A6|CYP2D6|||||||||||||||||||||||
DrugBank|Lauric Acid|CCCCCCCCCCCC(O)=O|12-Hydroxydodecanoic Acid|OCCCCCCCCCCCC(O)=O|CYP2E1|CYP2C8|CYP2B6|||||||||||||||||||||||
DrugBank|Phenol|OC1=CC=CC=C1|Hydroquinone|OC1=CC=C(O)C=C1|CYP2E1|||||||||||||||||||||||||
DrugBank|Phenacetin|CCOC1=CC=C(NC(C)=O)C=C1|acetaminophen|CC(=O)NC1=CC=C(O)C=C1|CYP1A2|||||||||||||||||||||||||
DrugBank|Phenacetin|CCOC1=CC=C(NC(C)=O)C=C1|Acetaminophen|CC(=O)NC1=CC=C(O)C=C1|CYP1A1|CYP1A2|CYP2E1|CYP2D6|CYP2C19|CYP2C9|CYP2A6|||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|5-HETE|CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O|CYP1A1|CYP1A2|CYP2C8|CYP2C9||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|20-HETE|OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2|CYP2A6|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|19-HETE|CC(O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2|CYP2C8|CYP2C9|CYP2C19|CYP2E1||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|18-HETE|CCC(O)CC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2|CYP2E1|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|17-HETE|CCCC(O)C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2||||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|16-HETE|CCCCC(O)\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2||||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|15-HETE|CCCCCC(O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O|CYP1A1|CYP1A2|CYP2C8|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|12-HETE|CCCCC\C=C/CC(O)\C=C/C=C\C\C=C\CCCC(O)=O|CYP1A1|CYP1A2|CYP2C9|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|11-HETE|CCCCC\C=C/C=C\C(O)C\C=C/C\C=C\CCCC(O)=O|CYP1A1|CYP1A2|CYP2C8|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|9-HETE|CCCCC\C=C/C\C=C/CC(O)\C=C/C=C/CCCC(O)=O|CYP1A2|CYP2C8|CYP2C9|||||||||||||||||||||||
DrugBank|Arachidonic Acid|CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O|8-HETE|CCCCC\C=C/C\C=C/C=C\C(O)C\C=C\CCCC(O)=O|CYP1A1|CYP1A2|CYP2C8|CYP2C9||||||||||||||||||||||
DrugBank|Coumarin|O=C1OC2=CC=CC=C2C=C1|7-Hydroxycoumarin|OC1=CC=C2C=CC(=O)OC2=C1|CYP2A6|CYP2B6|CYP1A1|CYP1A2||||||||||||||||||||||
DrugBank|Coumarin|O=C1OC2=CC=CC=C2C=C1|3-Hydroxycoumarin|OC1=CC2=CC=CC=C2OC1=O|CYP3A4|||||||||||||||||||||||||
DrugBank|Debrisoquin|NC(=N)N1CCC2=CC=CC=C2C1|4-Hydroxydebrisoquine|NC(=N)N1CC(O)C2=CC=CC=C2C1|CYP2D6|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=C(O)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN1C(=O)C(C(=O)NC2=CC=CC=C2)=C(O)C2=C1C=CC=C2Cl|CYP3A4|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CCN(C(=O)C1=C(O)C2=C(NC1=O)C=CC=C2Cl)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CCN(C(=O)C1=C(O)C2=C(N(C)C1=O)C(O)=CC=C2Cl)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CCN(C(=O)C1=C(O)C2=C(C=C(O)C=C2Cl)N(C)C1=O)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Laquinimod|CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1|5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CCN(C(=O)C1=C(O)C2=C(C=CC(O)=C2Cl)N(C)C1=O)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Aniline|NC1=CC=CC=C1|4-aminophenol|NC1=CC=C(O)C=C1|CYP2E1|||||||||||||||||||||||||
DrugBank|Aniline|NC1=CC=CC=C1|N-Hydroxyaniline|ONC1=CC=CC=C1|CYP2E1|||||||||||||||||||||||||
DrugBank|7-METHOXY-1-METHYL-9H-BETA-CARBOLINE|COC1=CC=C2C(NC3=C2C=CN=C3C)=C1|Harmol|CC1=C2NC3=CC(=O)C=CC3=C2C=CN1|CYP2D6|CYP2C9|CYP2C19|CYP1A2||||||||||||||||||||||
DrugBank|(R)-Fluoxetine|CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|Alpha,Alpha,Alpha-Trifluoro-P-Cresol|OC1=CC=C(C=C1)C(F)(F)F|CYP2D6|||||||||||||||||||||||||
DrugBank|(R)-Fluoxetine|CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|3-(methylamino)-1-phenylpropan-1-one|CNCCC(=O)C1=CC=CC=C1|CYP2D6|||||||||||||||||||||||||
DrugBank|(S)-Fluoxetine|CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|Seproxetine|NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|CYP2C9|CYP2D6|CYP2C19|CYP3A4|CYP3A5|||||||||||||||||||||
DrugBank|(S)-Fluoxetine|CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|Alpha,Alpha,Alpha-Trifluoro-P-Cresol|OC1=CC=C(C=C1)C(F)(F)F|CYP2C19|CYP3A4||||||||||||||||||||||||
DrugBank|(S)-Fluoxetine|CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1|3-(methylamino)-1-phenylpropan-1-one|CNCCC(=O)C1=CC=CC=C1|CYP2C19|CYP3A4||||||||||||||||||||||||
